#
# this file is taken from nxml2txt (MIT license): https://github.com/spyysalo/nxml2txt
#
# 0080-00FF: Latin-1 Supplement
# 0080	<control> (remove)
0080	
# 0081	<control>
# 0082	<BREAK PERMITTED HERE>
# 0083	<NO BREAK HERE>
# 0084	<control>
# 0085	<NEXT LINE (NEL)>
0085	\n
# 0086	<START OF SELECTED AREA>
# 0087	<END OF SELECTED AREA>
# 0088	<CHARACTER TABULATION SET>
# 0089	<CHARACTER TABULATION WITH JUSTIFICATION>
# 008A	<LINE TABULATION SET>
# 008B	<PARTIAL LINE FORWARD>
# 008C	<PARTIAL LINE BACKWARD>
# 008D	<REVERSE LINE FEED>
# 008E	<SINGLE SHIFT TWO>
# 008F	<SINGLE SHIFT THREE>
# 0090	<DEVICE CONTROL STRING> (remove)
0090	
# 0091	<PRIVATE USE ONE> (misuse as single quote)
0091	'
# 0092	<PRIVATE USE TWO> (misuse as single quote)
0092	'
# 0093	<SET TRANSMIT STATE> (misuse as double quote)
0093	"
# 0094	<CANCEL CHARACTER> (misuse as double quote)
0094	"
# 0095	<MESSAGE WAITING>
# 0096	<START OF GUARDED AREA> (misuse as dash)
0096	-
# 0097	<END OF GUARDED AREA> (misuse as dash)
0097	-
# 0098	<START OF STRING>
# 0099	<control>
# 009A	<SINGLE CHARACTER INTRODUCER>
# 009B	<CONTROL SEQUENCE INTRODUCER>
# 009C	<STRING TERMINATOR>
# 009D	<OPERATING SYSTEM COMMAND>
# 009E	<PRIVACY MESSAGE>
# 009F	<APPLICATION PROGRAM COMMAND>
# 00A0	<NO-BREAK SPACE>
00A0	 
# 00A1	<INVERTED EXCLAMATION MARK>
00A1	!
00A2	cent
00A3	pound
00A4	currency
00A5	yen
# 00A6	<BROKEN BAR>
00A6	|
# 00A7	<SECTION SIGN> ("double S")
00A7	S
# 00A8	<DIARESIS> (two dots above)
00A8	 
# 00A9	<COPYRIGHT SIGN>
00A9	(c)
# 00AA	<FEMININE ORDINAL INDICATOR> (superscript "a")
00AA	(a)
# 00AB	<LEFT-POINTING DOUBLE ANGLE QUOTATION MARK>
00AB	<<
# 00AC	<NOT SIGN>
00AC	not
# 00AD	<SOFT HYPHEN>
00AD	-
# 00AE	<REGISTERED SIGN>
00AE	(R)
# 00AF	<MACRON> (overline)
00AF	 
00B0	degrees
00B1	+/-
# 00B2, 00B3: superscript "2", "3"
00B2	(2)
00B3	(3)
# 00B4	<ACUTE ACCENT> (some occurrences as "prime" in e.g. "3'")
00B4	'
00B5	micro
# 00B6	<PILCROW SIGN> (paragraph sign)
00B6	$
00B7	.
# 00B8	<CEDILLA> (combining mark, remove)
00B8	
# 00B9	<SUPERSCRIPT ONE>
00B9	(1)
# 00AA	<MASCULINE ORDINAL INDICATOR> (superscript "o", some misuse as "degrees")
00BA	(o)
# 00AB	<RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK>
00BB	>>
# 00BC-00BE: vulgar fractions
00BC	(1/4)
00BD	(1/2)
00BE	(3/4)
# 00BF	<INVERTED QUESTION MARK>
00BF	?
# 00C0-00FF: Latin-1 Supplement, accented letters (mostly)
00C0	A
00C1	A
00C2	A
00C3	A
00C4	A
00C5	A
00C6	AE
00C7	C
00C8	E
00C9	E
00CA	E
00CB	E
00CC	I
00CD	I
00CE	I
00CF	I
# 00D0	<LATIN CAPITAL LETTER ETH> (approximation)
00D0	D
00D1	N
00D2	O
00D3	O
00D4	O
00D5	O
00D6	O
# 00D7	<MULTIPLICATION SIGN>
00D7	x
00D8	O
00D9	U
00DA	U
00DB	U
00DC	U
00DD	Y
# 00DE	<LATIN CAPITAL LETTER THORN>
00DE	Th
# 00DF	<LATIN SMALL LETTER SHARP S>
# NOTE: 00DF ("ss") misused as "beta" in cases; judged matching these primary
#00DF	ss
00DF	beta
00E0	a
00E1	a
00E2	a
00E3	a
00E4	a
00E5	a
00E6	ae
00E7	c
00E8	e
00E9	e
00EA	e
00EB	e
00EC	i
00ED	i
00EE	i
00EF	i
# 00F0	<LATIN SMALL LETTER ETH> (approximation)
00F0	d
00F1	n
00F2	o
00F3	o
00F4	o
00F5	o
00F6	o
# 00F7	<DIVISION SIGN>
00F7	/
00F8	o
00F9	u
00FA	u
00FB	u
00FC	u
00FD	y
# 00FE	<LATIN SMALL LETTER THORN>
00FE	th
00FF	y
# 0100-017F: Latin Extended-A, accented letters (mostly)
0100	A
0101	a
0102	A
0103	a
0104	A
0105	a
0106	C
0107	c
0108	C
0109	c
010A	C
010B	c
010C	C
010D	c
010E	D
010F	d
0110	D
0111	d
0112	E
0113	e
0114	E
0115	e
0116	E
0117	e
0118	E
0119	e
011A	E
011B	e
011C	G
011D	g
011E	G
011F	g
0120	G
0121	g
0122	G
0123	g
0124	H
0125	h
0126	H
0127	h
0128	I
0129	i
012A	I
012B	i
012C	I
012D	i
012E	I
012F	i
0130	I
0131	i
0132	IJ
0133	ij
0134	J
0135	j
0136	K
0137	k
# 0138	<LATIN SMALL LETTER KRA> (very rough approx.)
0138	k
0139	L
013A	l
013B	L
013C	l
013D	L
013E	l
013F	L
0140	l
0141	L
0142	l
0143	N
0144	n
0145	N
0146	n
0147	N
0148	n
0149	n
014A	M
014B	n
014C	O
014D	o
014E	O
014F	o
0150	O
0151	o
0152	OE
0153	oe
0154	R
0155	r
0156	R
0157	r
0158	R
0159	r
015A	S
015B	s
015C	S
015D	s
015E	S
015F	s
0160	S
0161	s
0162	T
0163	t
0164	T
0165	t
0166	T
0167	t
0168	U
0169	u
016A	U
016B	u
016C	U
016D	u
016E	U
016F	u
0170	U
0171	u
0172	U
0173	u
0174	W
0175	w
0176	Y
0177	y
0178	Y
0179	Z
017A	z
017B	Z
017C	z
017D	Z
017E	z
# 017F	<LATIN SMALL LETTER LONG S> (TODO)
#017F	s
# 0180-024F: Latin Extended-B, accented letters (mostly)
0180	b
0181	B
0182	B
0183	b
# 0184	<LATIN CAPITAL LETTER TONE SIX>
# 0185	<LATIN SMALL LETTER TONE SIX>
0186	O
0187	C
0188	c
0189	D
018A	D
018B	D
018C	d
# 018D	<LATIN SMALL LETTER TURNED DELTA>
# 018E	<LATIN SMALL LETTER REVERSED E>
# 018F	<LATIN CAPITAL LETTER SCHWA>
# 0190	<LATIN CAPITAL LETTER OPEN E>
0190	E
0191	F
0192	f
0193	G
# 0194	<LATIN CAPITAL LETTER GAMMA>
# 0195	<LATIN SMALL LETTER HV>
0195	hv
# 0196	<LATIN SMALL LETTER IOTA>
0197	I
0198	K
0199	k
019A	l
# 019B	<LATIN SMALL LETTER LAMBDA WITH STROKE>
# 019C	<LATIN CAPITAL LETTER TURNED M>
019D	N
019E	n
019F	O
01A0	O
01A1	o
01A2	OI
01A3	oi
01A4	P
01A5	p
01A6	YR
# 01A7	<LATIN CAPITAL LETTER TONE TWO>
# 01A8	<LATIN SMALL LETTER TONE TWO>
# 01A9	<LATIN CAPITAL LETTER ESH>
# 01AA	<LATIN LETTER REVERSED ESH LOOP>
01AB	t
01AC	T
01AD	t
01AE	T
01AF	U
01B0	u
